Name,Main Web Page,Main Image,Second Image,Third Image,Fourth Image,Fifth Image,Sixth Image,Seventh Image,Eighth Image,Ninth Image,Tenth Image,Eleventh Image,Twelve Image,Price,Discounted Percent,Collar,Sleeve
پیراهن-ورزشی-طرح-لیورپول-مدل-,https://www.digikala.com/product/dkp-855929/پیراهن-ورزشی-طرح-لیورپول-مدل-b-7709,https://dkstatics-public.digikala.com/digikala-products/116818459.jpg,https://dkstatics-public.digikala.com/digikala-products/116818462.jpg,https://dkstatics-public.digikala.com/digikala-products/116818466.jpg,https://dkstatics-public.digikala.com/digikala-products/116818470.jpg,[],[],[],[],[],[],[],[],440000,%,گرد,کوتاه
/شلوارک-ورزشی-مردانه-استارت-مدل-s,https://www.digikala.com/product/dkp-3659774/شلوارک-ورزشی-مردانه-استارت-مدل-sh-1007,https://dkstatics-public.digikala.com/digikala-products/533384c315ce1450a57ca1082d14aafed29294b7_1604237158.jpg,https://dkstatics-public.digikala.com/digikala-products/1adbae566c0b2ca5cbcdc80d5f8a5a619cfa3645_1604237199.jpg,https://dkstatics-public.digikala.com/digikala-products/34fe3dc28f8a9b0f8df9abb4505901d88c028cb5_1604237942.jpg,[],[],[],[],[],[],[],[],[],2280000,13%,[],کوتاه
/ست-سویشرت-و-شلوار-ورزشی-مردانه-مد,https://www.digikala.com/product/dkp-3549463/ست-سویشرت-و-شلوار-ورزشی-مردانه-مدل-1106,https://dkstatics-public.digikala.com/digikala-products/141b3cd1ed8b571b7c1bf2967c2eec2ff5efc431_1602582075.jpg,https://dkstatics-public.digikala.com/digikala-products/9aa3ab62571aa34980834ec7aee6bfe8d1d05cfb_1602582050.jpg,https://dkstatics-public.digikala.com/digikala-products/9ff5c75bf3d1b8708c82584b59607943c2059e5c_1602582115.jpg,https://dkstatics-public.digikala.com/digikala-products/ca39d42499b282dc2ae69034d4c3a277e9672a63_1602582133.jpg,https://dkstatics-public.digikala.com/digikala-products/6c7875a588c2384d1508c8df0d589b4e460e602b_1602582032.jpg,[],[],[],[],[],[],[],12700000,29%,[],کوتاه
/شلوار-ورزشی-مردانه-,https://www.digikala.com/product/dkp-3236503/شلوار-ورزشی-مردانه-کد-415,https://dkstatics-public.digikala.com/digikala-products/8e352a0c208797e0128c3e29dc856a1fd5bcdf55_1597396881.jpg,https://dkstatics-public.digikala.com/digikala-products/6251d90ad795cc4caa12ab7cf36ca44c7325f093_1597396887.jpg,[],[],[],[],[],[],[],[],[],[],2100000,%,[],کوتاه
/شلوار-ورزشی-مردانه-مدل-wa,https://www.digikala.com/product/dkp-2128140/شلوار-ورزشی-مردانه-مدل-water-02,https://dkstatics-public.digikala.com/digikala-products/113900970.jpg,https://dkstatics-public.digikala.com/digikala-products/113900979.jpg,https://dkstatics-public.digikala.com/digikala-products/113900990.jpg,[],[],[],[],[],[],[],[],[],2080000,%,[],کوتاه
/ست-گرمکن-و-شلوار-ورزشی-مردانه-مکرون-مد,https://www.digikala.com/product/dkp-2797320/ست-گرمکن-و-شلوار-ورزشی-مردانه-مکرون-مدل-سوبک,https://dkstatics-public.digikala.com/digikala-products/120997257.jpg,https://dkstatics-public.digikala.com/digikala-products/120997253.jpg,https://dkstatics-public.digikala.com/digikala-products/120997254.jpg,https://dkstatics-public.digikala.com/digikala-products/120997264.jpg,https://dkstatics-public.digikala.com/digikala-products/120997262.jpg,https://dkstatics-public.digikala.com/digikala-products/120997265.jpg,https://dkstatics-public.digikala.com/digikala-products/120997266.jpg,[],[],[],[],[],6300000,11%,[],کوتاه
/ست-گرمکن-و-شلوار-ورزشی-مردانه-ماراتون-مد,https://www.digikala.com/product/dkp-3428800/ست-گرمکن-و-شلوار-ورزشی-مردانه-ماراتون-مدل-2020,https://dkstatics-public.digikala.com/digikala-products/0e07a91c779b12a6e0c9ef115d4b5edb689bc928_1600623169.jpg,https://dkstatics-public.digikala.com/digikala-products/549e5ea8bf6cc951d8cf31aff2fa0f439a5cbda6_1600623187.jpg,https://dkstatics-public.digikala.com/digikala-products/80e5eca60dff646ba36656ecba83f7586004535f_1600623201.jpg,https://dkstatics-public.digikala.com/digikala-products/45bc94f1e042ff3b7d9e39d6d502813783e3f138_1600623226.jpg,https://dkstatics-public.digikala.com/digikala-products/83ce57d6839f9126fd32ad69a4642b0b2c37306b_1600623240.jpg,https://dkstatics-public.digikala.com/digikala-products/01c2626375cb6134e66c809d9e6e5c43977c2ac5_1600623250.jpg,https://dkstatics-public.digikala.com/digikala-products/588f3793f2afbdb9eefe7cf14a7b5ed599cf3bf9_1600623272.jpg,https://dkstatics-public.digikala.com/digikala-products/740779d1c8aa381346b0f227296d61c7b722c5ca_1600623293.jpg,[],[],[],[],12000000,%,[],کوتاه
/شلوارک-ورزشی-مردانه-تکنیک-اسپرت-کد-sh-128,https://www.digikala.com/product/dkp-2553530/شلوارک-ورزشی-مردانه-تکنیک-اسپرت-کد-sh-128-so-be,https://dkstatics-public.digikala.com/digikala-products/119849759.jpg,https://dkstatics-public.digikala.com/digikala-products/119763271.jpg,https://dkstatics-public.digikala.com/digikala-products/119763280.jpg,https://dkstatics-public.digikala.com/digikala-products/121245213.jpg,[],[],[],[],[],[],[],[],1450000,22%,[],کوتاه
/ست-تی-شرت-و-شلوارک-ورزشی-مردانه-لیورجی-مدل-bk,https://www.digikala.com/product/dkp-4738017/ست-تی-شرت-و-شلوارک-ورزشی-مردانه-لیورجی-مدل-bkbk5487,https://dkstatics-public.digikala.com/digikala-products/683c1dd6c9873706c77943d7074900636ceb9be2_1615931202.jpg,https://dkstatics-public.digikala.com/digikala-products/b93f20da2b44d6141d4c581288366d1f6e4fc17c_1615931213.jpg,https://dkstatics-public.digikala.com/digikala-products/9565c283d65a6168af07cff967a3bbe1ac6439ba_1615931222.jpg,https://dkstatics-public.digikala.com/digikala-products/e01400800a0df05669013a7efdca0ea4ae950a38_1615931233.jpg,https://dkstatics-public.digikala.com/digikala-products/b243cad68f99f0eda9f917ed4f8c38aa34aa8497_1615931255.jpg,[],[],[],[],[],[],[],7900000,%,[],کوتاه
/تیشرت-ورزشی-مردانه-پانیل-ک,https://www.digikala.com/product/dkp-3399245/تیشرت-ورزشی-مردانه-پانیل-کد-105r,https://dkstatics-public.digikala.com/digikala-products/d3775befa2c80027d794895e379e3638331b54fc_1600159927.jpg,https://dkstatics-public.digikala.com/digikala-products/93cc5b3a2874be9ba487587c190a141c429ae04b_1600159940.jpg,https://dkstatics-public.digikala.com/digikala-products/d3b83a47b81444bd85c1f9dd2ac34ac43f3c5284_1600159978.jpg,https://dkstatics-public.digikala.com/digikala-products/8ae79b504bab25f9aa5eaed2554d1b200e786f85_1600160006.jpg,https://dkstatics-public.digikala.com/digikala-products/0401aa214071b7361a3d2b23a5752439034ddf3f_1600160070.jpg,[],[],[],[],[],[],[],1380000,%,گرد,کوتاه
/شلوار-کوهنوردی-مردانه-نورث-فیس-مدل-شلوار-کوهنوردی-نورث-فیس-مدل-gt,https://www.digikala.com/product/dkp-4270470/شلوار-کوهنوردی-مردانه-نورث-فیس-مدل-شلوار-کوهنوردی-نورث-فیس-مدل-gtx-1012,https://dkstatics-public.digikala.com/digikala-products/b63b4eac839a9700d34c13d8b2829003f30d7569_1611074911.jpg,https://dkstatics-public.digikala.com/digikala-products/bf3c1ed26084dbbfede6503e71a8822512d003f3_1611074914.jpg,https://dkstatics-public.digikala.com/digikala-products/ee76db00de7c8ffa823608b4411509e52b1e6536_1611074917.jpg,https://dkstatics-public.digikala.com/digikala-products/9170cad4a7d6bda99493e9a1f3e42786c13564f8_1611123873.jpg,[],[],[],[],[],[],[],[],20000000,35%,[],کوتاه
ست-تی-شرت-و-شلوار-ورزشی-تکنیک-مدل-,https://www.digikala.com/product/dkp-523518/ست-تی-شرت-و-شلوار-ورزشی-تکنیک-مدل-bt-104,https://dkstatics-public.digikala.com/digikala-products/1589598.jpg,https://dkstatics-public.digikala.com/digikala-products/1589564.jpg,https://dkstatics-public.digikala.com/digikala-products/1589648.jpg,https://dkstatics-public.digikala.com/digikala-products/1589628.jpg,https://dkstatics-public.digikala.com/digikala-products/110099462.jpg,[],[],[],[],[],[],[],6750000,28%,[],کوتاه
شلوار-ورزشی-مردانه-تکنیک-مدل-,https://www.digikala.com/product/dkp-523532/شلوار-ورزشی-مردانه-تکنیک-مدل-sh-112,https://dkstatics-public.digikala.com/digikala-products/1553302.jpg,https://dkstatics-public.digikala.com/digikala-products/1553346.jpg,https://dkstatics-public.digikala.com/digikala-products/1553389.jpg,[],[],[],[],[],[],[],[],[],4500000,28%,[],کوتاه
/شلوارک-ورزشی-مردانه-مد,https://www.digikala.com/product/dkp-4220693/شلوارک-ورزشی-مردانه-مدل-ad03,https://dkstatics-public.digikala.com/digikala-products/f50f5a09d3613f3a2d0ce8ea89503b86222c0231_1610447145.jpg,https://dkstatics-public.digikala.com/digikala-products/4b7d41bb71320791d640fdae9c26d1b1eda26e0a_1610447150.jpg,https://dkstatics-public.digikala.com/digikala-products/7cc8987ea310a7e0b96552228eb793c36294e2b1_1610447156.jpg,https://dkstatics-public.digikala.com/digikala-products/1baf39cadcbbb8ee957a137b8b601d09ec16befe_1610447168.jpg,[],[],[],[],[],[],[],[],1770000,5%,[],کوتاه
