Name,Main Web Page,Main Image,Second Image,Third Image,Fourth Image,Fifth Image,Price,Discounted price
تی شرت Oversize طرح God of War,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-god-of-war/,http://www.ustclothing.com/wp-content/uploads/2020/06/game0014-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Assassin’s Creed,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-rainbow-six-siege/,http://www.ustclothing.com/wp-content/uploads/2020/06/game0013-.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح The Last of Us,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-the-last-of-us-4/,http://www.ustclothing.com/wp-content/uploads/2020/06/lash-copy-4.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح The Last of Us,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-the-last-of-us-3/,http://www.ustclothing.com/wp-content/uploads/2020/06/lash-copy-3.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح The Last of Us,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-the-last-of-us-2/,http://www.ustclothing.com/wp-content/uploads/2020/06/lash-copy-2.png,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح The Last of Us,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-the-last-of-us-2/,http://www.ustclothing.com/wp-content/uploads/2020/06/koli-copy-4.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح The Last of Us,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-the-last-of-us/,http://www.ustclothing.com/wp-content/uploads/2020/06/koli-copy-3.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح The Last of Us,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-the-last-of-us/,http://www.ustclothing.com/wp-content/uploads/2020/06/lash-copy6.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Fortnite,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-fortnite-2/,http://www.ustclothing.com/wp-content/uploads/2020/06/lash-copy-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Fortnite,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-fortnite/,http://www.ustclothing.com/wp-content/uploads/2020/06/lash-copy.png,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح Fortnite,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-fortnite-3/,http://www.ustclothing.com/wp-content/uploads/2020/06/koli-copy-2.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Fortnite,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-fortnite-2/,http://www.ustclothing.com/wp-content/uploads/2020/06/koli-copy-1.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Fortnite,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-fortnite/,http://www.ustclothing.com/wp-content/uploads/2020/06/koli-copy.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح Bed Time!,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-bed-time/,http://www.ustclothing.com/wp-content/uploads/2020/06/gamer008-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح ESGR,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-esgr/,http://www.ustclothing.com/wp-content/uploads/2020/06/gamer007-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح DAD LEVEL,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-dad-level/,http://www.ustclothing.com/wp-content/uploads/2020/06/gamer006-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Gamer Zone,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-gamer-zone/,http://www.ustclothing.com/wp-content/uploads/2020/06/gamer005-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Gamer,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-gamer/,http://www.ustclothing.com/wp-content/uploads/2020/06/gamer004-1.png,[],[],[],[],2250000,2250000
تی شرت کلاسیک طرح Loading,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-loading/,http://www.ustclothing.com/wp-content/uploads/2020/06/gamer003-2.png,[],[],[],[],2050000,2050000
تی شرت دخترانه طرح Gamer,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%af%d8%ae%d8%aa%d8%b1%d8%a7%d9%86%d9%87-%d8%b7%d8%b1%d8%ad-gamer/,http://www.ustclothing.com/wp-content/uploads/2020/06/gamer002-1.png,[],[],[],[],1470000,1470000
تی شرت کلاسیک طرح Gamer,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-gamer/,http://www.ustclothing.com/wp-content/uploads/2020/06/gamer001-1.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Pizza Night,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-pizza-night/,http://www.ustclothing.com/wp-content/uploads/2020/06/food04-1.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Ocean Cream,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-ocean-cream/,http://www.ustclothing.com/wp-content/uploads/2020/06/food03-1.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Aliens!,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-aliens/,http://www.ustclothing.com/wp-content/uploads/2020/06/food02-1.png,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح Cold Pizza,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%da%a9%d9%84%d8%a7%d8%b3%db%8c%da%a9-%d8%b7%d8%b1%d8%ad-cold-pizza/,http://www.ustclothing.com/wp-content/uploads/2020/06/food01-2.png,[],[],[],[],2050000,2050000
تی شرت Oversize طرح بسکتبال,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-%d8%a8%d8%b3%da%a9%d8%aa%d8%a8%d8%a7%d9%84-7/,http://www.ustclothing.com/wp-content/uploads/2020/06/basket07-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح بسکتبال,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-%d8%a8%d8%b3%da%a9%d8%aa%d8%a8%d8%a7%d9%84-6/,http://www.ustclothing.com/wp-content/uploads/2020/06/basket06-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح بسکتبال,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-%d8%a8%d8%b3%da%a9%d8%aa%d8%a8%d8%a7%d9%84-5/,http://www.ustclothing.com/wp-content/uploads/2020/06/basket05-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح بسکتبال,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-%d8%a8%d8%b3%da%a9%d8%aa%d8%a8%d8%a7%d9%84-4/,http://www.ustclothing.com/wp-content/uploads/2020/06/basket04-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح بسکتبال,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-%d8%a8%d8%b3%da%a9%d8%aa%d8%a8%d8%a7%d9%84-3/,http://www.ustclothing.com/wp-content/uploads/2020/06/basket03-1.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح بسکتبال,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-%d8%a8%d8%b3%da%a9%d8%aa%d8%a8%d8%a7%d9%84-2/,http://www.ustclothing.com/wp-content/uploads/2020/06/basket02-.png,[],[],[],[],2250000,2250000
تی شرت Oversize طرح بسکتبال,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-oversize-%d8%b7%d8%b1%d8%ad-%d8%a8%d8%b3%da%a9%d8%aa%d8%a8%d8%a7%d9%84/,http://www.ustclothing.com/wp-content/uploads/2020/06/basket01.png,[],[],[],[],2250000,2250000
تی شرت Oversize (لش) فانتزی فضایی,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d9%84%d8%b4%d9%84%d8%a7%d9%86%da%af-%d9%81%d8%a7%d9%86%d8%aa%d8%b2%db%8c-%d9%81%d8%b6%d8%a7%db%8c%db%8c/,http://www.ustclothing.com/wp-content/uploads/2020/05/IMG_2073-1.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize (لش) فانتزی شبح,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d9%84%d8%b4%d9%84%d8%a7%d9%86%da%af-%d9%81%d8%a7%d9%86%d8%aa%d8%b2%db%8c-%d8%b4%d8%a8%d8%ad/,http://www.ustclothing.com/wp-content/uploads/2020/05/IMG_2069-1.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize (لش) فانتزی 2,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d9%84%d8%b4%d9%84%d8%a7%d9%86%da%af-%d9%81%d8%a7%d9%86%d8%aa%d8%b2%db%8c-2/,http://www.ustclothing.com/wp-content/uploads/2020/05/IMG_1992-1.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize (لش) گربه,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d9%84%d8%b4%d9%84%d8%a7%d9%86%da%af-%da%af%d8%b1%d8%a8%d9%87/,http://www.ustclothing.com/wp-content/uploads/2020/05/IMG_1991-1.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize (لش) FADE,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d9%84%d8%b4%d9%84%d8%a7%d9%86%da%af-fade/,http://www.ustclothing.com/wp-content/uploads/2020/05/IMG_1931-1.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize (لش) فانتزی توپ,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d9%84%d8%b4%d9%84%d8%a7%d9%86%da%af-%d9%81%d8%a7%d9%86%d8%aa%d8%b2%db%8c-%d8%aa%d9%88%d9%be/,http://www.ustclothing.com/wp-content/uploads/2020/05/IMG_1921-1.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize (لش) فانتزی,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d9%84%d8%a7%d9%86%da%af-%d9%81%d8%a7%d9%86%d8%aa%d8%b2%db%8c/,http://www.ustclothing.com/wp-content/uploads/2020/05/IMG_1877-1.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize (لش) سریال خانه کاغذی,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d9%84%d8%b4-%d8%b7%d8%b1%d8%ad-%d9%86%d9%82%d8%b4%d9%87-%d8%ac%d9%87%d8%a7%d9%86/,http://www.ustclothing.com/wp-content/uploads/2020/05/IMG_1688-1.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize (لش) سریال خانه کاغذی,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d9%84%d8%b4-%d8%b7%d8%b1%d8%ad-%d8%b3%d8%b1%db%8c%d8%a7%d9%84-%d8%ae%d8%a7%d9%86%d9%87-%da%a9%d8%a7%d8%ba/,http://www.ustclothing.com/wp-content/uploads/2020/05/IMG_1655-1.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize طرح Bella Ciao 2,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d9%84%d8%b4-%d8%b7%d8%b1%d8%ad-bella-ciao-2/,http://www.ustclothing.com/wp-content/uploads/2020/05/IMG_1650-1.jpg,[],[],[],[],2250000,1687500
تی شرت Oversize (لش) طرح Bella Ciao,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d9%84%d8%b4-%d8%b7%d8%b1%d8%ad-bella-ciao/,http://www.ustclothing.com/wp-content/uploads/2020/04/char-266x266.jpg,[],[],[],[],2250000,2250000
تی شرت Oversize (لش) طرح نقشه,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d9%84%d8%b4-%d8%b7%d8%b1%d8%ad-%d9%86%d9%82%d8%b4%d9%87/,http://www.ustclothing.com/wp-content/uploads/2020/04/map-266x266.jpg,[],[],[],[],2250000,2250000
تی شرت آستین کوتاه طرح Helsinki,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d8%b7%d8%b1%d8%ad-helsinki/,http://www.ustclothing.com/wp-content/uploads/2020/04/helsinki-32x32.jpg,[],[],[],[],2050000,2050000
تی شرت آستین کوتاه طرح Marsella,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d8%b7%d8%b1%d8%ad-marsella/,http://www.ustclothing.com/wp-content/uploads/2020/04/marsella-red-32x32.jpg,[],[],[],[],2050000,2050000
تی شرت آستین کوتاه طرح Palermo,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d8%b7%d8%b1%d8%ad-palermo/,http://www.ustclothing.com/wp-content/uploads/2020/04/Palermo-266x266.jpg,[],[],[],[],2050000,2050000
تی شرت آستین کوتاه طرح Bogota,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d8%b7%d8%b1%d8%ad-bogota/,http://www.ustclothing.com/wp-content/uploads/2020/04/Bogota-red-266x266.jpg,[],[],[],[],2050000,2050000
تی شرت کلاسیک طرح El Profesor,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d8%b7%d8%b1%d8%ad-el-profesor/,http://www.ustclothing.com/wp-content/uploads/2020/04/elprofesor-red-32x32.jpg,[],[],[],[],2050000,2050000
تی شرت آستین کوتاه طرح DEADPOOL2,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d8%b7%d8%b1%d8%ad-deadpool2/,http://www.ustclothing.com/wp-content/uploads/2020/02/WhatsApp-Image-2020-02-24-at-21.26.46.jpeg,[],[],[],[],2050000,2050000
تی شرت آستین کوتاه طرح DEADPOOL,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d8%b7%d8%b1%d8%ad-deadpool/,http://www.ustclothing.com/wp-content/uploads/2020/02/WhatsApp-Image-2020-02-24-at-21.26.45.jpeg,[],[],[],[],2050000,2050000
تی شرت آستین کوتاه طرح PARKOUR2,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d8%b7%d8%b1%d8%ad-parkour2/,http://www.ustclothing.com/wp-content/uploads/2020/02/WhatsApp-Image-2020-02-24-at-21.26.44-1.jpeg,[],[],[],[],2050000,2050000
تی شرت آستین کوتاه طرح PARKOUR,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-%d8%b7%d8%b1%d8%ad-parkour/,http://www.ustclothing.com/wp-content/uploads/2020/02/WhatsApp-Image-2020-02-24-at-21.26.43.jpeg,[],[],[],[],2050000,2050000
تی شرت کلاسیک SELF CONTROL,http://www.ustclothing.com/product/%d9%85%d8%ad%d8%b5%d9%88%d9%84%d8%a7%d8%aa/%d8%aa%db%8c-%d8%b4%d8%b1%d8%aa-%d8%a2%d8%b3%d8%aa%db%8c%d9%86-%da%a9%d9%88%d8%aa%d8%a7%d9%87-self-control/,http://www.ustclothing.com/wp-content/uploads/2020/02/WhatsApp-Image-2020-02-24-at-21.26.42-1.jpeg,[],[],[],[],2050000,2050000
